T,µB,µQ,µS,p/T^4,s/T^3,nB/T^3,nS/T^3,nQ/T^3,ε/T^4,cs2,chiBB/T^2,chiQQ/T^2,chiSS/T^2,chiBQ/T^2,chiBS/T^2,chiQS/T^2,chiTB/T^2,chiTQ/T^2,chiTS/T^2,chiTT/T^2
30,600,400,-400,3.98217123e+03,1.67672000e+03,1.62492519e+03,-9.37382775e+02,2.24116771e+03,7.25737256e+04,7.43581064e-02,5.03402632e+02,1.05602313e+03,4.75565487e+02,6.38768622e+02,-3.30216938e+02,-1.84388102e+02,3.39100826e+02,3.60118967e+02,-2.79379978e+02,1.83370708e+03
30,600,400,-200,2.09056804e+03,8.99201582e+02,8.81536147e+02,-3.37736162e+01,1.65848524e+03,3.87776504e+04,8.13394119e-02,2.71086748e+02,8.96926387e+02,2.53489761e+01,4.79698404e+02,-2.53465246e+01,-2.53434447e+01,1.66981373e+02,2.53464575e+02,-4.46891443e+01,9.54853320e+02
30,600,400,0,2.05135977e+03,8.11033873e+02,8.47823867e+02,1.49173355e-01,1.62498409e+03,3.73826060e+04,8.26613516e-02,2.45801521e+02,8.71855456e+02,2.73040994e-01,4.54415030e+02,-6.03354251e-02,1.52370610e-01,1.22779660e+02,2.10285629e+02,5.27405784e-01,8.29236951e+02
30,600,400,200,2.05109367e+03,8.09327071e+02,8.47763571e+02,2.13360705e-03,1.62471620e+03,3.73764017e+04,8.27499877e-02,2.45741263e+02,8.71584441e+02,2.28741348e-03,4.54354773e+02,-7.68805251e-05,1.87089302e-03,1.22305054e+02,2.08829914e+02,2.38776710e-02,8.20592223e+02
30,600,400,400,2.05284225e+03,8.19218796e+02,8.47763494e+02,1.76505990e+00,1.62626969e+03,3.74287764e+04,8.26881900e-02,2.45741186e+02,8.73163653e+02,1.79394176e+00,4.54354696e+02,-1.61359750e-07,1.58123655e+00,1.22303937e+02,2.16083479e+02,8.27980863e+00,8.61399615e+02
30,600,400,600,2.06072704e+03,8.56731624e+02,8.38284310e+02,2.84504813e+01,1.63420530e+03,3.79201044e+04,8.19871397e-02,2.54943845e+02,8.80797020e+02,8.28330069e+01,4.45152037e+02,-2.76070136e+01,2.76189579e+01,8.55332668e+01,2.45698003e+02,1.10442836e+02,9.83516275e+02
30,600,400,800,5.70106264e+04,5.11721777e+03,-8.55708358e+03,2.80660936e+04,1.10395438e+04,6.72587999e+05,1.02014388e-01,1.51779450e+03,2.15428138e+03,1.10980545e+04,-8.17697658e+02,-3.74362932e+03,3.75427401e+03,-3.76504134e+02,7.42887431e+02,1.47766908e+03,5.72691053e+03
30,600,600,-800,6.88612852e+05,5.00962210e+04,1.08738233e+05,-1.85473502e+05,2.87104879e+04,7.05641783e+06,1.03247615e-01,1.50847264e+04,1.40289441e+04,5.18037676e+04,4.90285973e+03,-2.44421025e+04,3.98280969e+03,6.09138611e+03,2.05144656e+03,-9.52181232e+03,5.32981415e+04
30,600,600,-600,1.33384383e+05,1.66500095e+04,2.76004899e+04,-2.58372845e+04,2.86386383e+04,1.52479388e+06,9.38404977e-02,5.00887363e+03,8.02803777e+03,8.94434701e+03,4.68646696e+03,-5.12683704e+03,-1.22492945e+03,2.42003216e+03,2.22182019e+03,-2.44193647e+03,1.79161762e+04
30,600,600,-400,6.38265754e+04,7.39796793e+03,1.26961139e+04,-3.37193654e+03,2.14588890e+04,6.71630604e+05,1.01977761e-01,2.20612804e+03,6.34861777e+03,8.97928754e+02,3.53811834e+03,-7.52656352e+02,-6.06905586e+02,1.14101828e+03,1.68507897e+03,-5.10093643e+02,8.40237149e+03
30,600,600,-200,5.27967989e+04,5.71959763e+03,1.01008411e+04,-6.16260460e+02,1.90245051e+04,5.39538127e+05,1.03797751e-01,1.71043056e+03,5.92635161e+03,1.84645029e+02,3.11563978e+03,-1.84430136e+02,-1.84214614e+02,8.44708185e+02,1.45494435e+03,-1.50490053e+02,6.38685105e+03
30,600,600,0,5.11679322e+04,5.18825725e+03,9.51814317e+03,-3.37688524e+01,1.84416014e+04,5.13215216e+05,1.05346396e-01,1.55134510e+03,5.76705725e+03,2.53456570e+01,2.95655617e+03,-2.53437086e+01,-2.53417596e+01,7.37884507e+02,1.34716218e+03,-4.46328030e+01,5.80491515e+03
30,600,600,200,5.11300595e+04,5.10762233e+03,9.48443274e+03,1.49540442e+00,1.84094445e+04,5.11865077e+05,1.05511229e-01,1.52606172e+03,5.74335316e+03,1.64183363e+00,2.93127280e+03,-6.03342892e-02,1.52090229e+00,6.93705408e+02,1.31023778e+03,6.80397426e+00,5.71035893e+03
30,600,600,400,5.11286760e+04,5.09969418e+03,9.48437243e+03,2.21462788e-01,1.84078407e+04,5.11818233e+05,1.05521049e-01,1.52600148e+03,5.74172363e+03,2.24873314e-01,2.93121252e+03,-1.26790400e-04,1.19172873e-02,6.93230528e+02,1.30260735e+03,1.12341433e+00,5.67680368e+03
30,600,600,600,5.28114269e+04,6.01217324e+03,8.68203969e+03,2.41623186e+03,1.92201448e+04,5.59569074e+05,1.01086400e-01,1.79153723e+03,6.01789404e+03,2.39673797e+03,2.66567662e+03,-7.95860887e+02,8.06507499e+02,5.56573177e+02,1.47442621e+03,4.41169003e+02,6.66823948e+03
30,600,600,800,2.07939857e+05,1.61918355e+04,-1.37053743e+04,6.84838871e+04,4.18230087e+04,2.19684166e+06,9.49207149e-02,4.68379484e+03,9.31751615e+03,2.70340883e+04,-2.26580024e+02,-9.11225112e+03,9.53026126e+03,-7.55053523e+02,3.23691749e+03,4.54967997e+03,1.82558667e+04
30,600,800,-800,1.36161438e+06,8.53388455e+04,2.05170050e+05,-1.97754942e+05,2.08795164e+05,1.36684616e+07,1.09394279e-01,2.58493948e+04,4.47315796e+04,4.20150941e+04,2.60850152e+04,-2.48134758e+04,-7.12580746e+03,7.70747820e+03,7.26089204e+03,-7.69240372e+03,8.73713892e+04
30,600,800,-600,6.66982138e+05,4.89033064e+04,1.06999833e+05,-4.59187373e+04,1.65706748e+05,6.85913919e+06,1.05311986e-01,1.47716033e+04,3.77287350e+04,9.74972640e+03,2.16078698e+04,-7.46723258e+03,-5.10183248e+03,5.23522891e+03,6.93119174e+03,-3.28761540e+03,5.10323824e+04
30,600,800,-400,5.03846815e+05,3.48156466e+04,7.84111301e+04,-1.13538094e+04,1.43257173e+05,5.07076685e+06,1.07746277e-01,1.05304259e+04,3.46110954e+04,2.31202549e+03,1.85084230e+04,-2.16654074e+03,-2.02057763e+03,3.58825670e+03,5.82771818e+03,-1.18249310e+03,3.60797249e+04
30,600,800,-200,4.61809043e+05,2.99088879e+04,7.02683684e+04,-3.05106125e+03,1.35274884e+05,4.60113785e+06,1.09673680e-01,9.04332261e+03,3.31970002e+04,6.06912852e+02,1.70945386e+04,-6.06908716e+02,-6.06903951e+02,2.84968148e+03,5.15333659e+03,-3.82606226e+02,3.10205417e+04
30,600,800,0,4.51043529e+05,2.84852188e+04,6.78337733e+04,-6.14911414e+02,1.32841844e+05,4.47656633e+06,1.10008275e-01,8.62084217e+03,3.27761009e+04,1.86008557e+02,1.66720600e+04,-1.84427320e+02,-1.82846082e+02,2.61852380e+03,4.92945623e+03,-1.44179164e+02,2.93359654e+04
30,600,800,200,4.49413340e+05,2.79464954e+04,6.72510772e+04,-3.37585928e+01,1.32257604e+05,4.45019909e+06,1.10233194e-01,8.46175856e+03,3.26154480e+04,2.53559144e+01,1.65129764e+04,-2.53437074e+01,-2.53317632e+01,2.51172274e+03,4.81549905e+03,-4.45312462e+01,2.87244402e+04
30,600,800,400,4.49383809e+05,2.79016952e+04,6.72173534e+04,1.01719007e+01,1.32233879e+05,4.44923735e+06,1.10245340e-01,8.43648858e+03,3.26008127e+04,1.10353738e+01,1.64876796e+04,-9.95502238e-02,1.06254947e+01,2.46740001e+03,4.80662736e+03,3.62309437e+01,2.87384660e+04
30,600,800,600,4.64584998e+05,3.05345072e+04,6.36251759e+04,1.08418423e+04,1.36041387e+05,4.68306018e+06,1.07642710e-01,9.06883446e+03,3.36405240e+04,5.74714093e+03,1.58552132e+04,-1.82472885e+03,2.24274077e+03,2.15122701e+03,5.57272749e+03,1.37240106e+03,3.20692018e+04
30,600,800,800,8.57601298e+05,5.11904083e+04,1.04754903e+04,1.64155163e+05,1.89011169e+05,8.82086777e+06,1.04075378e-01,1.54793304e+04,3.96853559e+04,5.78714841e+04,9.44471805e+03,-2.00149854e+04,2.00673324e+04,5.57000663e+02,6.82314559e+03,5.43297591e+03,5.21829605e+04
30,800,-800,-800,2.66292210e+07,2.69551825e+05,1.63022435e+06,-3.83186883e+06,-1.53829861e+06,1.60317445e+08,2.03023746e-01,8.18126663e+04,7.19019132e+04,3.96510617e+05,-7.18495404e+04,-1.69574537e+05,1.50862935e+05,1.03999584e+04,-7.53018382e+03,-1.81834197e+04,2.71451665e+05
30,800,-800,-600,8.70593861e+06,1.64114042e+05,7.28912637e+05,-1.71329251e+06,-7.10412188e+05,6.41060209e+07,1.65726714e-01,4.96672165e+04,4.73322431e+04,2.45485547e+05,-4.69142073e+04,-1.03527188e+05,9.87822245e+04,8.23656785e+03,-7.53353473e+03,-1.44798611e+04,1.65731157e+05
30,800,-800,-400,1.77522572e+06,7.75794613e+04,2.23154148e+05,-5.06149242e+05,-2.21688186e+05,1.69134725e+07,1.19264961e-01,2.34830538e+04,2.30494544e+04,1.19332320e+05,-2.30387841e+04,-4.93568431e+04,4.85623271e+04,6.43278006e+03,-6.08995923e+03,-1.12849643e+04,7.96225807e+04
30,800,-800,-200,2.21588277e+05,2.04154142e+04,4.04783799e+04,-7.33797296e+04,-4.04767321e+04,2.44682832e+06,1.01858394e-01,6.13376538e+03,6.13212803e+03,2.24609921e+04,-6.13209242e+03,-1.04419466e+04,1.04397743e+04,2.74242358e+03,-2.73328093e+03,-4.26811687e+03,2.20665355e+04
30,800,-800,0,2.97894247e+04,5.00967625e+03,7.26691328e+03,-5.70573449e+03,-7.26825548e+03,3.62824752e+05,9.36269955e-02,1.47904930e+03,1.48041804e+03,2.13581575e+03,-1.47881314e+03,-1.35676811e+03,1.35834845e+03,1.00518454e+03,-1.01118696e+03,-1.07734146e+03,5.95572543e+03
30,800,-800,200,1.48558518e+04,2.30998872e+03,3.51125097e+03,-6.17971892e+02,-3.51104049e+03,1.70595430e+05,1.01160026e-01,6.86986645e+02,6.86776992e+02,1.87416039e+02,-6.86751375e+02,-1.85920574e+02,1.85922521e+02,4.52793424e+02,-4.51552112e+02,-1.59688553e+02,2.65645250e+03
30,800,-800,400,1.32268528e+04,1.77733679e+03,2.92780320e+03,-3.37708014e+01,-2.92780033e+03,1.44249634e+05,1.06290123e-01,5.27156406e+02,5.27157512e+02,2.57691221e+01,-5.26921137e+02,-2.53437099e+01,2.55564148e+01,3.41885530e+02,-3.41625371e+02,-4.46548266e+01,2.06570493e+03
30,800,-800,600,1.31870252e+04,1.68563083e+03,2.89409277e+03,-5.86868129e-02,-2.89388061e+03,1.42843389e+05,1.07003305e-01,5.01873032e+02,5.01661695e+02,6.25449186e-02,-5.01637763e+02,-6.03343856e-02,6.05969508e-02,2.97706427e+02,-2.96446139e+02,-4.56698837e-01,1.92545153e+03
30,800,-800,800,1.31885056e+04,1.69379101e+03,2.89403240e+03,1.55551600e+00,-2.89382013e+03,1.42889500e+05,1.06979963e-01,5.01812853e+02,5.01601253e+02,1.58139591e+00,-5.01577429e+02,-1.56209354e-04,6.68847665e-07,2.97230703e+02,-2.95969674e+02,7.27672551e+00,1.95736194e+03
30,800,-600,-800,1.78618330e+07,2.21870381e+05,1.20022916e+06,-2.91192322e+06,-1.10848326e+06,1.14187100e+08,1.90851400e-01,6.72099229e+04,5.76648858e+04,3.42936570e+05,-5.72466766e+04,-1.44092154e+05,1.25746095e+05,1.00152840e+04,-7.48873618e+03,-1.81203972e+04,2.23804744e+05
30,800,-600,-600,4.90935094e+06,1.18491170e+05,4.62824528e+05,-1.13721026e+06,-4.44108681e+05,3.91775064e+07,1.51744749e-01,3.59420937e+04,3.31998077e+04,1.95187111e+05,-3.31890845e+04,-7.97263815e+04,7.45740521e+04,7.41382330e+03,-6.26029330e+03,-1.35410878e+04,1.20024074e+05
30,800,-600,-400,7.27609769e+05,4.46371625e+04,1.05061502e+05,-2.47996821e+05,-1.03585621e+05,7.49700413e+06,1.02376577e-01,1.35318091e+04,1.30876278e+04,7.66270478e+04,-1.30875395e+04,-3.04714381e+04,2.96662875e+04,4.49289076e+03,-4.11528784e+03,-9.13042893e+03,4.55248551e+04
30,800,-600,-200,5.52711481e+04,8.32632992e+03,1.33790904e+04,-2.55857519e+04,-1.33790389e+04,7.47983383e+05,9.12408583e-02,2.49072210e+03,2.49070687e+03,1.01057321e+04,-2.48904925e+03,-4.51603909e+03,4.51543600e+03,1.17898828e+03,-1.17738341e+03,-2.05739870e+03,9.17673980e+03
30,800,-600,0,3.87729890e+03,1.55096672e+03,1.55365280e+03,-9.36478480e+02,-1.55349421e+03,7.01742934e+04,7.46628761e-02,4.65819273e+02,4.65661559e+02,4.74660707e+02,-4.65583229e+02,-3.29524839e+02,3.29525894e+02,3.00858211e+02,-2.99987590e+02,-2.74493376e+02,1.69225355e+03
30,800,-600,200,1.98680664e+03,7.80420092e+02,8.10958607e+02,-3.39820097e+01,-8.11008501e+02,3.64127996e+04,8.21170888e-02,2.34193635e+02,2.34247569e+02,2.55605282e+01,-2.33958482e+02,-2.53456345e+01,2.55583383e+01,1.32621617e+02,-1.32743078e+02,-4.56783476e+01,8.46555915e+02
30,800,-600,400,1.94739179e+03,6.91071878e+02,7.77247216e+02,1.48911733e-01,-7.77087827e+02,3.50140145e+04,8.35753780e-02,2.08909298e+02,2.08750791e+02,2.73301954e-01,-2.08674146e+02,-6.03342923e-02,6.05970518e-02,8.84308105e+01,-8.75521612e+01,5.24429860e-01,7.16053576e+02
30,800,-600,600,1.94712517e+03,6.89358605e+02,7.77186921e+02,1.87085350e-03,-7.77027269e+02,3.50078008e+04,8.36668868e-02,2.08849040e+02,2.08690271e+02,2.02532009e-03,-2.08613888e+02,-7.68792120e-05,7.75477280e-05,8.79562266e+01,-8.70745800e+01,2.08803273e-02,7.07340412e+02
30,800,-600,800,1.94866628e+03,6.98058055e+02,7.77186843e+02,1.55577882e+00,-7.77026930e+02,3.50564003e+04,8.36209866e-02,2.08848965e+02,2.08690457e+02,1.58150462e+00,-2.08613812e+02,-2.70719159e-06,2.62821252e-04,8.79550845e+01,-8.70704676e+01,7.27972434e+00,7.43126711e+02
30,800,-400,-800,1.16408402e+07,1.76303741e+05,8.65464529e+05,-2.15847248e+06,-7.73435679e+05,7.94862595e+07,1.79248581e-01,5.34730552e+04,4.35205762e+04,2.90879211e+05,-4.34592421e+04,-1.19790649e+05,1.00986657e+05,9.13173464e+03,-6.06538563e+03,-1.66489769e+04,1.78736481e+05
30,800,-400,-600,2.59671196e+06,8.16409387e+04,2.80924534e+05,-7.14477781e+05,-2.62198519e+05,2.27617858e+07,1.37408158e-01,2.47428841e+04,2.19898871e+04,1.47544016e+05,-2.19897544e+04,-5.82311239e+04,5.30680393e+04,5.85746175e+03,-4.66725210e+03,-1.15616204e+04,8.33611325e+04
30,800,-400,-400,2.68846751e+05,2.09421837e+04,4.37309688e+04,-1.06082907e+05,-4.22565553e+04,2.89611409e+06,9.95525982e-02,6.27761378e+03,5.83492554e+03,3.69469052e+04,-5.83334405e+03,-1.46224653e+04,1.38188839e+04,2.91862518e+03,-2.54760942e+03,-6.42275804e+03,2.28566712e+04
30,800,-400,-200,7.52146325e+03,2.79500555e+03,2.75371112e+03,-5.64809450e+03,-2.75202990e+03,1.43053534e+05,6.18882506e-02,8.31589464e+02,8.29918663e+02,4.01572246e+03,-8.29916617e+02,-1.70323550e+03,1.70105313e+03,6.36402794e+02,-6.26976486e+02,-1.13842264e+03,3.19534409e+03
30,800,-400,0,6.36602979e+01,1.79587444e+02,5.63975488e+01,-3.54845659e+01,-5.63703387e+01,2.37146630e+03,3.83051412e-02,4.58983688e+01,4.58751264e+01,2.85439602e+01,-4.56623237e+01,-2.68379029e+01,2.70497141e+01,1.04577253e+02,-1.04121012e+02,-5.38834333e+01,3.59800070e+02
30,800,-400,200,2.32838746e+01,8.41629405e+01,2.19345761e+01,-6.03754735e-02,-2.16989738e+01,9.34718243e+02,3.91791443e-02,1.98674626e+01,1.96326693e+01,6.08658460e-02,-1.96323088e+01,-6.03378731e-02,6.05994998e-02,5.62801197e+01,-5.48346985e+01,-4.75770087e-01,2.00419654e+02
30,800,-400,400,2.34310256e+01,8.48200311e+01,2.18742788e+01,2.09469500e-01,-2.16384148e+01,9.36008229e+02,3.93865063e-02,1.98072029e+01,1.95721486e+01,2.12782447e-01,-1.95720502e+01,-7.68805291e-05,7.75478565e-05,5.58054913e+01,-5.43570942e+01,1.00201118e+00,2.01600657e+02
30,800,-400,600,2.32251666e+01,8.36472226e+01,2.18742020e+01,2.21038980e-03,-2.16380752e+01,9.32285986e+02,3.92127297e-02,1.98071261e+01,1.95723339e+01,2.21063080e-03,-1.95719734e+01,-9.78451362e-08,2.62858692e-04,5.58043747e+01,-5.43529803e+01,2.49942311e-02,1.96779698e+02
30,800,-400,800,2.49738361e+01,9.35404515e+01,2.18741848e+01,1.76510984e+00,-2.14287757e+01,9.84664816e+02,3.94736116e-02,1.98071430e+01,1.97847918e+01,1.79408876e+00,-1.95719891e+01,-4.99114451e-05,2.12752357e-01,5.58040762e+01,-5.33525724e+01,8.28067550e+00,2.37608586e+02
30,800,-200,-800,7.36698794e+06,1.40653662e+05,6.13858252e+05,-1.55854106e+06,-5.20654038e+05,5.41753410e+07,1.65240178e-01,4.26958890e+04,3.27327753e+04,2.42724878e+05,-3.23639081e+04,-9.84325852e+04,7.92997920e+04,8.21344817e+03,-4.89832410e+03,-1.58590945e+04,1.42062686e+05
30,800,-200,-600,1.27347235e+06,5.58971397e+04,1.62236319e+05,-4.19242671e+05,-1.43444425e+05,1.24498762e+07,1.19537693e-01,1.69209173e+04,1.41694895e+04,1.07793258e+05,-1.41172203e+04,-4.14731879e+04,3.62611059e+04,4.38840492e+03,-3.11698402e+03,-9.37222951e+03,5.74404259e+04
30,800,-200,-400,8.68840830e+04,9.82574977e+03,1.74546388e+04,-4.33738971e+04,-1.59785505e+04,1.07324100e+06,9.69764496e-02,2.94195058e+03,2.49768297e+03,1.69623843e+04,-2.49755974e+03,-6.81549775e+03,6.01021650e+03,1.41390882e+03,-1.03467998e+03,-3.02267909e+03,1.08017878e+04
30,800,-200,-200,3.13251486e+02,3.92124259e+02,2.04948994e+02,-3.84585714e+02,-2.03474508e+02,9.46458076e+03,4.27717479e-02,1.08778912e+02,1.07318783e+02,4.02168265e+02,-1.07105310e+02,-2.00192530e+02,1.98220760e+02,1.52456812e+02,-1.44000170e+02,-2.90654400e+02,6.35328761e+02
30,800,-200,0,5.30824944e-01,3.40903776e+00,3.29109590e-01,-6.34544899e-02,-9.19053723e-02,1.22671710e+01,5.73854536e-02,3.28259058e-01,9.24891157e-02,6.53460956e-02,-9.16118209e-02,-6.31541103e-02,6.25229949e-02,2.23606659e+00,-7.70457162e-01,-5.13113321e-01,1.89302170e+01
30,800,-200,200,4.68656670e-01,2.84935814e+00,2.66960136e-01,1.84738504e-04,-3.03846872e-02,9.70343459e+00,6.39624421e-02,2.66147221e-01,3.10065068e-02,3.41449304e-04,-3.03914995e-02,-7.80165576e-05,7.75508473e-05,1.73882147e+00,-2.81170914e-01,1.85720455e-03,1.48100460e+01
30,800,-200,400,6.76570136e-01,4.04693815e+00,2.66882220e-01,2.09809036e-01,-3.00451494e-02,1.34849820e+01,6.78007725e-02,2.66069305e-01,3.11918159e-02,2.12967758e-01,-3.03147168e-02,-9.92826936e-08,2.62858691e-04,1.73768344e+00,-2.77056970e-01,1.00612508e+00,1.98836880e+01
30,800,-200,600,6.78254996e-01,4.06762206e+00,2.66882121e-01,2.11494113e-01,1.79238574e-01,1.35411820e+01,6.77202892e-02,2.66069206e-01,2.43633855e-01,2.14652670e-01,-3.03146191e-02,-2.07191777e-10,2.12704898e-01,1.73768133e+00,7.23077531e-01,1.02512873e+00,2.01006239e+01
30,800,-200,800,2.02556591e+00,1.17345315e+01,2.54450451e-01,1.59475507e+00,-1.59296295e-02,5.91273103e+01,4.80098341e-02,2.78500384e-01,4.53066824e-02,1.69505883e+00,-4.27445720e-02,-3.72923087e-02,3.92376297e-02,1.60571500e+00,-1.26110095e-01,7.69455417e+00,5.24498518e+01
30,800,0,-800,4.55163717e+06,1.11249614e+05,4.32109778e+05,-1.10018468e+06,-3.34037450e+05,3.64207979e+07,1.51710922e-01,3.37101364e+04,2.37486105e+04,1.96374419e+05,-2.25327286e+04,-7.87755936e+04,5.87994126e+04,7.37286955e+03,-3.59973805e+03,-1.45723457e+04,1.13651440e+05
30,800,0,-600,5.89060991e+05,3.78495582e+04,8.78884777e+04,-2.23746812e+05,-6.79291669e+04,6.26741754e+06,1.00817346e-01,1.14615154e+04,8.70852671e+03,7.33559769e+04,-8.33918130e+03,-2.81398780e+04,2.26080495e+04,3.90112649e+03,-2.40595534e+03,-8.71303717e+03,3.88519799e+04
30,800,0,-400,2.34143899e+04,4.77154388e+03,6.28823300e+03,-1.57771531e+04,-4.74446003e+03,3.59405408e+05,8.12170188e-02,1.41621012e+03,9.72171659e+02,8.06205213e+03,-9.20782711e+02,-3.25777554e+03,2.40213829e+03,1.01218172e+03,-5.42682364e+02,-2.09754645e+03,5.50564193e+03
30,800,0,-200,3.03207791e+00,1.99581663e+01,2.80411680e+00,-3.86078422e+00,-5.28333710e-01,1.17441098e+02,3.59072143e-02,2.78780101e+00,1.13362641e+00,6.89714737e+00,-5.23866211e-01,-3.83553344e+00,1.53080697e+00,1.60908502e+01,-2.79142195e+00,-2.16736941e+01,1.02469180e+02
30,800,0,0,6.93080809e-01,4.36731886e+00,4.73045836e-01,-1.04989765e-03,2.35997969e-01,1.62887937e+01,5.66655635e-02,4.71429271e-01,2.53793597e-01,1.05612984e-03,2.35189691e-01,-1.04988991e-03,3.11996179e-06,2.91397742e+00,1.45034870e+00,-1.32800189e-02,2.23279402e+01
30,800,0,200,6.92558858e-01,4.35955913e+00,4.71999720e-01,5.24180331e-04,2.36261950e-01,1.62571540e+01,5.67326670e-02,4.70383162e-01,2.53900901e-01,5.26851627e-04,2.35190916e-01,-1.32991416e-06,2.62760857e-04,2.90076919e+00,1.45336915e+00,5.96911885e-03,2.22271677e+01
30,800,0,400,1.10801612e+00,6.75062940e+00,4.71998392e-01,4.19092759e-01,4.45545575e-01,2.38171405e+01,6.34918404e-02,4.70381834e-01,4.66342842e-01,4.25409796e-01,2.35190916e-01,-1.69248380e-09,2.12704897e-01,2.90074358e+00,2.45350158e+00,2.00625958e+00,3.23386619e+01
30,800,0,600,6.95927467e-01,4.40090487e+00,4.71998370e-01,3.89552544e-03,2.37946948e-01,1.63695111e+01,5.66466854e-02,4.70381853e-01,2.55585737e-01,3.89572541e-03,2.35190896e-01,-6.04093991e-08,1.94783250e-03,2.90074306e+00,1.47237117e+00,4.39992918e-02,2.26606427e+01
30,800,0,800,1.33985774e+01,6.90595577e+01,-9.00622546e+00,3.15456962e+01,1.12697354e+01,6.56713533e+02,3.15563074e-02,9.67208016e+00,1.10365716e+01,8.59777459e+01,-8.96650619e+00,-2.76050925e+01,2.91863267e+01,-3.38582648e+01,4.54860365e+01,1.24830338e+02,2.55785497e+02
30,800,200,-800,2.80563305e+06,9.34330633e+04,3.09990711e+05,-7.67320727e+05,-1.95746597e+05,2.47111277e+07,1.35538719e-01,2.83023556e+04,1.83979479e+04,1.58624087e+05,-1.41646792e+04,-6.42721871e+04,4.14666580e+04,7.07720088e+03,-1.71826203e+03,-1.33174398e+04,9.57025545e+04
30,800,200,-600,2.95348227e+05,2.44984601e+04,4.98978436e+04,-1.16982325e+05,-2.48634867e+04,3.23364932e+06,9.91146228e-02,7.35226175e+03,4.65818134e+03,4.02403817e+04,-3.25247084e+03,-1.64124979e+04,1.00359229e+04,3.31235832e+03,-1.12414645e+03,-6.93075459e+03,2.65871196e+04
30,800,200,-400,8.14112306e+03,3.42922674e+03,3.14651349e+03,-6.12952623e+03,-2.31071680e+02,1.59381669e+05,6.10814236e-02,1.02277515e+03,6.37221774e+02,4.38534096e+03,-7.66808749e+01,-1.92907716e+03,7.55060248e+02,8.14226449e+02,1.01626875e+02,-1.33863023e+03,3.87615023e+03
30,800,200,-200,1.68431092e+02,3.05298908e+02,1.27905670e+02,-3.59720562e+01,1.47858523e+02,4.77322287e+03,5.01465615e-02,8.37166552e+01,1.40759743e+02,2.90256171e+01,1.01613672e+02,-2.75300784e+01,-2.53416564e+01,1.44266864e+02,1.89145475e+02,-5.67898883e+01,5.04961945e+02
30,800,200,0,1.27564898e+02,2.06464135e+02,9.27477749e+01,-6.10029221e-02,1.14149414e+02,3.31316933e+03,5.72773558e-02,5.69954255e+01,1.15475576e+02,6.14939532e-02,7.63313544e+01,-6.12280693e-02,-6.00714260e-02,9.20857577e+01,1.44982491e+02,-4.83703904e-01,3.27325666e+02
30,800,200,200,1.27711684e+02,2.07115921e+02,9.26865884e+01,2.09731122e-01,1.14298403e+02,3.31443416e+03,5.73266593e-02,5.69342766e+01,1.15627761e+02,2.13045672e-01,7.62710971e+01,-7.80134382e-05,2.12628018e-01,9.16002196e+01,1.45508041e+02,1.00498710e+00,3.28439864e+02
30,800,200,400,1.27713291e+02,2.07135391e+02,9.26865105e+01,2.11494014e-01,1.14090728e+02,3.31448715e+03,5.73280713e-02,5.69341987e+01,1.15416927e+02,2.14652769e-01,7.62710203e+01,-9.92827914e-08,1.94767426e-03,9.15990816e+01,1.44525794e+02,1.02512662e+00,3.28640070e+02
30,800,200,600,1.29048186e+02,2.14658185e+02,9.26864946e+01,1.55750875e+00,1.15644309e+02,3.35936209e+03,5.71706085e-02,5.69342144e+01,1.16996232e+02,1.58332674e+00,7.62710044e+01,-4.74633277e-05,1.58128405e+00,9.15988061e+01,1.51780746e+02,7.29949855e+00,3.59573512e+02
30,800,200,800,1.80160020e+03,1.08036725e+03,-7.08895495e+02,2.40631251e+03,9.15682728e+02,5.06477723e+04,5.49169638e-02,3.21724374e+02,3.80217097e+02,2.38469993e+03,-1.88519153e+02,-7.94369561e+02,7.94381502e+02,-4.09623256e+01,2.77185712e+02,4.05069702e+02,1.19537670e+03
30,800,400,-800,1.89860198e+06,8.84599422e+04,2.45531768e+05,-5.43949997e+05,-7.67725019e+04,1.82190717e+07,1.18357644e-01,2.67571852e+04,1.82990049e+04,1.28623818e+05,-4.78886813e+03,-5.45592587e+04,2.55366414e+04,7.84130391e+03,6.20904328e+02,-1.32360622e+04,9.14254171e+04
30,800,400,-600,2.32320916e+05,2.31918658e+04,4.37710999e+04,-7.74230377e+04,6.82446451e+03,2.59755390e+06,1.00456034e-01,6.95687775e+03,5.70860158e+03,2.42444493e+04,1.58402393e+03,-1.15046508e+04,2.30009454e+03,3.35224816e+03,1.00552655e+03,-5.07779407e+03,2.52951058e+04
